transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,income_expense
T2992,U111,2022-09-07,Expense,Savings,9180.0,Nan,AHM,,2022.0,9.0,7.0,Wednesday,Expense
T10712,U137,2024-04-28,Expense,Entrtnmnt,3055.0,UPI,MUM,,2024.0,4.0,28.0,Sunday,Expense
T1178,U035,2021-01-24,Income,Salary,40425.0,Banktransfer,DELHI,Coffee,2021.0,1.0,24.0,Sunday,Income
T11036,U024,2021-02-26,Expense,Rent,7691.0,Cash,jaipur,,2021.0,2.0,26.0,Friday,Expense
T6965,U008,,Expense,Traval,2173.0,Cash,AHMEDABAD,Fixed deposit,,,,,Expense
T2401,U095,2021-04-25,Expense,Travl,1765.0,Bank transfer,hyderabad,Movie tickets,2021.0,4.0,25.0,Sunday,Expense
T8655,U095,2023-01-19,Expense,Utlities,8353.0,Bank transfer,mumbai,,2023.0,1.0,19.0,Thursday,Expense
T1136,U031,2023-10-14,Expense,Entrtnmnt,1174.0,UPI,Ahmedabad,,2023.0,10.0,14.0,Saturday,Expense
T8843,U118,,Expense,Food,8886.0,Bank transfer,bangalore,,,,,,Expense
T0420,U064,2022-05-04,Expense,Fod,1294.0,Bank_transfer,MUM,Uber ride,2022.0,5.0,4.0,Wednesday,Expense
T13482,U140,2023-03-31,Income,Salary,11376.0,Cash,lucknow,Doctor consultation,2023.0,3.0,31.0,Friday,Income
T12867,U145,2021-08-28,Income,Others,55537.0,Bank transfr,AHMEDABAD,Medicine,2021.0,8.0,28.0,Saturday,Income
T5691,U126,2023-08-31,Expense,Fod,5765.0,UPI,chennai,,2023.0,8.0,31.0,Thursday,Expense
T9636,U086,2022-02-17,Expense,Rnt,7354.0,Card,,Restaurant dinner,2022.0,2.0,17.0,Thursday,Expense
T5218,U048,2021-09-24,Expense,Rent,4591.0,Bank transfr,bangalore,asdfgh,2021.0,9.0,24.0,Friday,Expense
T6426,U100,2023-12-12,Expense,Food,3115.0,Bank transfer,CHENNAI,misc,2023.0,12.0,12.0,Tuesday,Expense
T11638,U059,2021-06-09,Expense,Savings,7347.0,UPI,hyderabad,EMI payment,2021.0,6.0,9.0,Wednesday,Expense
T10081,U035,2022-07-20,Expense,Entertainment,322.0,Cash,AHMEDABAD,,2022.0,7.0,20.0,Wednesday,Expense
T11387,U083,2024-07-12,Income,Freelance,19880.0,Bank_transfer,HYDERABAD,Train ticket,2024.0,7.0,12.0,Friday,Income
T0402,U073,2024-03-19,Expense,Foodd,4280.0,Cash,PUNE,Online course,2024.0,3.0,19.0,Tuesday,Expense
T6317,U125,2024-03-27,Expense,Entertainment,8543.0,Cash,BANGALORE,,2024.0,3.0,27.0,Wednesday,Expense
T9615,U026,2024-10-05,Expense,Rent,48911.0,Bank transfer,AHM,Coffee,2024.0,10.0,5.0,Saturday,Expense
T0067,U117,2023-01-28,Expense,Fod,961.0,Nan,Ahmedabad,...,2023.0,1.0,28.0,Saturday,Expense
T0818,U096,2024-04-15,Expense,Utilties,1996.0,Cash,MUMBAI,Books,2024.0,4.0,15.0,Monday,Expense
T0657,U065,2024-05-16,Expense,Entertain,5009.0,UPI,BAN,,2024.0,5.0,16.0,Thursday,Expense
T7533,U073,2023-08-04,Expense,Savings,1552.0,Crd,Mumbai,test,2023.0,8.0,4.0,Friday,Expense
T5068,U089,2023-11-29,Income,Bonus,58231.0,Cash,AHM,Doctor consultation,2023.0,11.0,29.0,Wednesday,Income
T1001,U010,2023-03-02,Expense,Rnt,1900.0,Bank transfr,MUM,misc,2023.0,3.0,2.0,Thursday,Expense
T4232,U049,2021-10-20,Expense,Entertainment,9834.0,UPI,AHM,,2021.0,10.0,20.0,Wednesday,Expense
T13275,U098,2023-11-24,Expense,Rentt,47526.0,Card,delhi,EMI payment,2023.0,11.0,24.0,Friday,Expense
T6820,U071,2023-09-12,Income,Investment,18951.0,UPI,DEL,Doctor consultation,2023.0,9.0,12.0,Tuesday,Income
T2619,U125,,Expense,Entertain,9783.0,Card,DELHI,!!!,,,,,Expense
T0644,U137,2023-08-04,Expense,Travl,3010.0,Bank transfr,DELHI,xyz123,2023.0,8.0,4.0,Friday,Expense
T10785,U119,2024-06-30,Expense,Health,5010.0,Cash,,Gym membership,2024.0,6.0,30.0,Sunday,Expense
T3975,U098,2024-01-09,Expense,Travel,9698.0,Card,PUNE,Train ticket,2024.0,1.0,9.0,Tuesday,Expense
T2225,U136,2021-08-11,Expense,Rentt,-500.0,Bank transfer,CHE,!!!,2021.0,8.0,11.0,Wednesday,Expense
T3403,U052,2023-12-03,Expense,Travel,5820.0,Bank transfer,jaipur,Shopping,2023.0,12.0,3.0,Sunday,Expense
T10824,U109,2021-04-22,Expense,Food,2272.0,Crd,CHE,Shopping,2021.0,4.0,22.0,Thursday,Expense
T12646,U110,2023-03-30,Expense,Food,4044.0,Card,Hyderabad,Uber ride,2023.0,3.0,30.0,Thursday,Expense
T13569,U021,2022-09-01,Income,Freelance,67581.0,Crd,PUNE,Coffee,2022.0,9.0,1.0,Thursday,Income
T6093,U091,2021-10-05,Expense,Entertainment,9586.0,Card,delhi,Train ticket,2021.0,10.0,5.0,Tuesday,Expense
T1031,U065,2021-08-19,Expense,Health,7415.0,UPI,Jaipur,Medicine,2021.0,8.0,19.0,Thursday,Expense
T1858,U129,2022-04-12,Expense,Food,9430.0,Bank_transfer,Kolkata,,2022.0,4.0,12.0,Tuesday,Expense
T12223,U145,2024-09-11,Expense,Utility,999999999.0,Cash,,Restaurant dinner,2024.0,9.0,11.0,Wednesday,Expense
T4023,U002,2022-03-05,Income,Others,71489.0,Cash,lucknow,Fixed deposit,2022.0,3.0,5.0,Saturday,Income
T10594,U108,2024-02-07,Expense,Savings,7837.0,Bank_transfer,AHMEDABAD,Petrol,2024.0,2.0,7.0,Wednesday,Expense
T12480,U011,2022-10-07,Expense,Rent,5720.0,Card,,test,2022.0,10.0,7.0,Friday,Expense
T7574,U048,2023-07-17,Income,Investment,53714.0,Crd,Kolkata,,2023.0,7.0,17.0,Monday,Income
T2038,U053,2021-03-17,Expense,Health,8658.0,Cash,AHMEDABAD,xyz123,2021.0,3.0,17.0,Wednesday,Expense
T7436,U141,2023-01-04,Expense,Rent,5065.0,Bank transfer,MUM,Train ticket,2023.0,1.0,4.0,Wednesday,Expense
T11410,U085,2024-08-22,Expense,Food,5598.0,Bank transfr,LUCKNOW,Movie tickets,2024.0,8.0,22.0,Thursday,Expense
T10861,U117,2024-10-12,Expense,Rnt,8802.0,Card,PUN,,2024.0,10.0,12.0,Saturday,Expense
T0543,U136,2024-08-13,Expense,Utilities,4600.0,UPI,pune,EMI payment,2024.0,8.0,13.0,Tuesday,Expense
T0453,U064,2024-03-26,Expense,Entertain,0.5991,Bank transfr,AHMEDABAD,Monthly rent payment,2024.0,3.0,26.0,Tuesday,Expense
T6339,U126,2022-08-31,Expense,Rent,2547.0,UPI,Pune,Shopping,2022.0,8.0,31.0,Wednesday,Expense
T11009,U146,2023-11-05,Expense,Rentt,43134.0,Banktransfer,LUCKNOW,Petrol,2023.0,11.0,5.0,Sunday,Expense
T12141,U002,2024-12-17,Expense,Foods,1056.0,Nan,CHE,asdfgh,2024.0,12.0,17.0,Tuesday,Expense
T12896,U062,2024-05-13,Expense,Travel,6358.0,Banktransfer,PUNE,Online course,2024.0,5.0,13.0,Monday,Expense
T4569,U079,2022-07-08,Expense,Utlities,8018.0,Card,PUNE,,2022.0,7.0,8.0,Friday,Expense
T10116,U030,2024-06-27,Expense,Foods,2238.0,UPI,DELHI,Electricity bill,2024.0,6.0,27.0,Thursday,Expense
T11442,U034,2024-05-28,Expense,Food,6269.0,Cash,delhi,Shopping,2024.0,5.0,28.0,Tuesday,Expense
T11092,U016,2024-05-17,Expense,Edu,3548.0,Card,bangalore,Petrol,2024.0,5.0,17.0,Friday,Expense
T10889,U037,2022-05-18,Expense,Entertainment,8111.0,UPI,,Fixed deposit,2022.0,5.0,18.0,Wednesday,Expense
T0919,U013,,Expense,Rent,9608.0,Bank transfer,JAI,...,,,,,Expense
T4481,U126,2024-09-14,Expense,Food,2575.0,Bank_transfer,PUN,EMI payment,2024.0,9.0,14.0,Saturday,Expense
T10654,U141,2024-01-04,Expense,Rent,5452.0,Bank transfer,,,2024.0,1.0,4.0,Thursday,Expense
T1414,U137,2022-06-13,Expense,Utility,0.2935,UPI,CHE,Electricity bill,2022.0,6.0,13.0,Monday,Expense
T0952,U003,2024-01-13,Income,Salary,13611.0,Card,DELHI,,2024.0,1.0,13.0,Saturday,Income
T12461,U102,2022-03-03,Expense,Nan,0.4582,Cash,Jaipur,Uber ride,2022.0,3.0,3.0,Thursday,Expense
T6278,U060,2024-11-14,Income,Freelance,26985.0,Nan,BANGALORE,Shopping,2024.0,11.0,14.0,Thursday,Income
T4389,U104,2021-09-19,Expense,Food,3784.0,Cash,chennai,,2021.0,9.0,19.0,Sunday,Expense
T7601,U065,2022-03-21,Expense,Entertain,2775.0,UPI,mumbai,Gym membership,2022.0,3.0,21.0,Monday,Expense
T8457,U063,2022-10-22,Expense,Education,2819.0,UPI,,,2022.0,10.0,22.0,Saturday,Expense
T6532,U138,2022-06-24,Expense,Food,1290.0,Cash,MUM,Coffee,2022.0,6.0,24.0,Friday,Expense
T1534,U034,2021-07-22,Income,Bonus,26533.0,Cash,,xyz123,2021.0,7.0,22.0,Thursday,Income
T13699,U148,2022-06-22,Expense,Rent,9349.0,Bank transfer,BANGALORE,EMI payment,2022.0,6.0,22.0,Wednesday,Expense
T11071,U078,2022-07-03,Expense,Rent,9002.0,Bank_transfer,chennai,,2022.0,7.0,3.0,Sunday,Expense
T2118,U008,2022-01-16,Income,Others,62016.0,Cash,BANGALORE,Medicine,2022.0,1.0,16.0,Sunday,Income
T5684,U120,2022-03-05,Income,Others,26378.0,Cash,LUC,!!!,2022.0,3.0,5.0,Saturday,Income
T11734,U079,2024-02-28,Expense,Rent,-1000.0,UPI,,,2024.0,2.0,28.0,Wednesday,Expense
T13050,U054,2021-01-03,Expense,Travel,9495.0,Bank transfr,AHMEDABAD,Petrol,2021.0,1.0,3.0,Sunday,Expense
T3242,U127,2021-01-30,Expense,Saving,3444.0,Bank transfr,DELHI,Shopping,2021.0,1.0,30.0,Saturday,Expense
T0848,U031,2024-11-24,Expense,Education,5977.0,Cash,Pune,,2024.0,11.0,24.0,Sunday,Expense
T11727,U045,2024-04-16,Expense,Rent,7395.0,Cash,Lucknow,Uber ride,2024.0,4.0,16.0,Tuesday,Expense
T6878,U040,,Expense,Foodd,3826.0,UPI,PUNE,test,,,,,Expense
T7728,U003,2023-06-19,Expense,Travel,0.4184,Cash,BAN,,2023.0,6.0,19.0,Monday,Expense
T3544,U143,2022-04-09,Expense,Utilities,9645.0,UPI,delhi,Petrol,2022.0,4.0,9.0,Saturday,Expense
T11925,U073,2022-08-11,Expense,Foods,1180.0,Bank transfer,HYD,,2022.0,8.0,11.0,Thursday,Expense
T10920,U014,2024-08-04,Expense,Food,839.0,UPI,BAN,,2024.0,8.0,4.0,Sunday,Expense
T10545,U123,2022-10-24,Expense,Rent,7727.0,Crd,MUMBAI,Monthly rent payment,2022.0,10.0,24.0,Monday,Expense
T5203,U008,2021-09-03,Expense,Foodd,1222.0,Card,JAIPUR,,2021.0,9.0,3.0,Friday,Expense
T4228,U069,2022-03-30,Expense,Foods,2341.0,Cash,AHM,!!!,2022.0,3.0,30.0,Wednesday,Expense
T11033,U074,2024-10-23,Income,Bonus,22832.0,UPI,bangalore,Monthly rent payment,2024.0,10.0,23.0,Wednesday,Income
T4566,U117,2024-02-01,Expense,Rent,7918.0,Bank_transfer,BANGALORE,Books,2024.0,2.0,1.0,Thursday,Expense
T8878,U001,2022-07-24,Expense,Foodd,3632.0,Cash,delhi,Train ticket,2022.0,7.0,24.0,Sunday,Expense
T9383,U128,2022-11-20,Expense,Utilities,8580.0,Crd,PUNE,Coffee,2022.0,11.0,20.0,Sunday,Expense
T13824,U099,2022-07-23,Expense,Traval,1563.0,Bank_transfer,CHE,Books,2022.0,7.0,23.0,Saturday,Expense
T11652,U026,2021-10-31,Income,Others,52787.0,Bank_transfer,BAN,Lunch,2021.0,10.0,31.0,Sunday,Income
T0793,U011,2024-04-25,Expense,Rent,6174.0,Banktransfer,LUCKNOW,Gym membership,2024.0,4.0,25.0,Thursday,Expense
T8646,U075,2023-11-20,Income,Bonus,74161.0,Cash,PUN,Restaurant dinner,2023.0,11.0,20.0,Monday,Income
T0322,U073,2022-05-30,Expense,Rent,0.8437,Bank_transfer,CHE,asdfgh,2022.0,5.0,30.0,Monday,Expense
T1059,U071,2024-08-09,Expense,Utility,3304.0,Card,PUN,Gym membership,2024.0,8.0,9.0,Friday,Expense
T5743,U109,2024-11-17,Income,Salary,64703.0,Nan,,xyz123,2024.0,11.0,17.0,Sunday,Income
T4948,U107,2023-03-13,Expense,Misc,1037.0,Banktransfer,LUC,ATM withdrawal,2023.0,3.0,13.0,Monday,Expense
T5990,U106,2023-02-27,Income,Others,60230.0,Cash,chennai,...,2023.0,2.0,27.0,Monday,Income
T3255,U130,2022-06-26,Expense,Others,0.9363,Bank transfer,KOL,asdfgh,2022.0,6.0,26.0,Sunday,Expense
T13741,U067,2022-10-23,Expense,Utilties,9717.0,Crd,AHMEDABAD,Books,2022.0,10.0,23.0,Sunday,Expense
T12224,U022,2024-11-04,Expense,Rnt,-1000.0,Cash,chennai,Doctor consultation,2024.0,11.0,4.0,Monday,Expense
T7040,U028,2021-09-26,Expense,Food,7521.0,UPI,Chennai,test,2021.0,9.0,26.0,Sunday,Expense
T11614,U120,2023-03-06,Expense,Rent,754.0,Bank_transfer,,Internet bill,2023.0,3.0,6.0,Monday,Expense
T4075,U116,2021-06-14,Expense,Foodd,2263.0,Cash,Bangalore,Grocery shopping,2021.0,6.0,14.0,Monday,Expense
T3479,U039,2021-12-09,Expense,Food,1971.0,Crd,,...,2021.0,12.0,9.0,Thursday,Expense
T4461,U093,2023-06-29,Expense,Rent,49853.0,UPI,AHM,Uber ride,2023.0,6.0,29.0,Thursday,Expense
T8013,U028,2023-05-17,Expense,Travel,2645.0,Bank transfr,BAN,Grocery shopping,2023.0,5.0,17.0,Wednesday,Expense
T3224,U142,2023-10-08,Expense,Rent,7298.0,Crd,Kolkata,Petrol,2023.0,10.0,8.0,Sunday,Expense
T6432,U036,2024-06-12,Expense,Food,3200.0,Bank transfr,LUCKNOW,Gym membership,2024.0,6.0,12.0,Wednesday,Expense
T12188,U009,2023-03-11,Income,Freelance,40151.0,UPI,CHENNAI,asdfgh,2023.0,3.0,11.0,Saturday,Income
T5098,U056,2023-06-18,Expense,Rentt,9887.0,Card,mumbai,Petrol,2023.0,6.0,18.0,Sunday,Expense
T11838,U080,2023-02-07,Expense,Entertainment,5313.0,UPI,Ahmedabad,Train ticket,2023.0,2.0,7.0,Tuesday,Expense
T11420,U009,2024-11-11,Expense,Rent,5534.0,UPI,Kolkata,,2024.0,11.0,11.0,Monday,Expense
T11122,U085,2023-11-29,Expense,Food,4309.0,Bank transfer,MUM,Medicine,2023.0,11.0,29.0,Wednesday,Expense
T7475,U027,2021-04-01,Expense,Food,614.0,Nan,JAI,Shopping,2021.0,4.0,1.0,Thursday,Expense
T1843,U092,2024-08-05,Expense,Traval,7285.0,Nan,,xyz123,2024.0,8.0,5.0,Monday,Expense
T13543,U138,2024-03-15,Expense,Rent,9968.0,Nan,,misc,2024.0,3.0,15.0,Friday,Expense
T7348,U063,2024-09-25,Expense,Foods,2732.0,Cash,HYD,,2024.0,9.0,25.0,Wednesday,Expense
T2165,U048,2023-11-06,Expense,Travel,4777.0,Bank_transfer,DELHI,...,2023.0,11.0,6.0,Monday,Expense
T3082,U050,2021-07-23,Expense,Nan,3972.0,UPI,,!!!,2021.0,7.0,23.0,Friday,Expense
T6570,U115,2022-05-19,Expense,Rent,12915.0,Nan,DELHI,Doctor consultation,2022.0,5.0,19.0,Thursday,Expense
T7127,U106,2024-02-26,Expense,Entertainment,7253.0,Crd,Kolkata,Movie tickets,2024.0,2.0,26.0,Monday,Expense
T5496,U057,2023-06-01,Expense,Rnt,7343.0,UPI,jaipur,,2023.0,6.0,1.0,Thursday,Expense
T3283,U101,2023-09-23,Expense,Entertainment,8217.0,Nan,bangalore,Restaurant dinner,2023.0,9.0,23.0,Saturday,Expense
T3351,U114,2022-11-28,Income,Freelance,60213.0,Banktransfer,DELHI,test,2022.0,11.0,28.0,Monday,Income
T8970,U060,2023-07-08,Expense,Rent,8243.0,Nan,,Monthly rent payment,2023.0,7.0,8.0,Saturday,Expense
T1691,U094,2023-12-16,Income,Investment,59766.0,Crd,AHM,EMI payment,2023.0,12.0,16.0,Saturday,Income
T11042,U002,2024-12-05,Expense,Traval,-1000.0,Cash,lucknow,Coffee,2024.0,12.0,5.0,Thursday,Expense
T8522,U138,2021-07-03,Expense,Utilties,2631.0,Cash,jaipur,,2021.0,7.0,3.0,Saturday,Expense
T11816,U047,2023-05-16,Expense,Helth,6249.0,Banktransfer,Hyderabad,,2023.0,5.0,16.0,Tuesday,Expense
T11571,U074,2023-01-05,Expense,Entertain,8520.0,Banktransfer,Pune,Books,2023.0,1.0,5.0,Thursday,Expense
T11523,U012,2024-11-12,Expense,Entrtnmnt,0.914,Bank transfer,JAI,,2024.0,11.0,12.0,Tuesday,Expense
T1398,U064,2022-12-08,Expense,Fod,6413.0,Cash,bangalore,asdfgh,2022.0,12.0,8.0,Thursday,Expense
T12504,U090,2022-09-02,Income,Freelance,55483.0,Bank_transfer,HYD,test,2022.0,9.0,2.0,Friday,Income
T11328,U138,2023-03-05,Expense,Utlities,8083.0,UPI,MUMBAI,Doctor consultation,2023.0,3.0,5.0,Sunday,Expense
T13801,U150,2021-01-02,Expense,Utilties,1416.0,Bank transfer,PUN,Restaurant dinner,2021.0,1.0,2.0,Saturday,Expense
T13736,U100,2021-03-21,Expense,Entertainment,6325.0,Bank_transfer,Mumbai,Online course,2021.0,3.0,21.0,Sunday,Expense
T7232,U124,2022-12-25,Expense,Entertain,9652.0,Nan,,misc,2022.0,12.0,25.0,Sunday,Expense
T2774,U137,2023-03-17,Expense,Entrtnmnt,6160.0,Bank transfr,CHENNAI,!!!,2023.0,3.0,17.0,Friday,Expense
T12162,U083,2021-02-18,Expense,Food,3871.0,Bank_transfer,Mumbai,Lunch,2021.0,2.0,18.0,Thursday,Expense
T7637,U084,2022-04-15,Expense,Savings,1466.0,UPI,CHENNAI,Online course,2022.0,4.0,15.0,Friday,Expense
T4462,U118,2023-12-09,Expense,Rent,7634.0,UPI,PUNE,,2023.0,12.0,9.0,Saturday,Expense
T12144,U062,2022-02-22,Expense,Foods,2686.0,Cash,Kolkata,Internet bill,2022.0,2.0,22.0,Tuesday,Expense
T10488,U037,2023-09-22,Expense,Food,2558.0,Banktransfer,AHMEDABAD,Doctor consultation,2023.0,9.0,22.0,Friday,Expense
T10546,U073,2023-07-28,Expense,Fod,221.0,UPI,,,2023.0,7.0,28.0,Friday,Expense
T0552,U026,2024-11-17,Expense,Rent,9869.0,Bank transfer,CHE,Petrol,2024.0,11.0,17.0,Sunday,Expense
T11455,U149,2023-10-12,Income,Salary,29899.0,Banktransfer,lucknow,Lunch,2023.0,10.0,12.0,Thursday,Income
T8559,U087,2022-05-03,Expense,Entertainment,3835.0,Cash,AHM,!!!,2022.0,5.0,3.0,Tuesday,Expense
T3423,U125,2021-01-17,Expense,Utilties,1860.0,UPI,JAIPUR,Restaurant dinner,2021.0,1.0,17.0,Sunday,Expense
T8264,U120,2024-10-21,Expense,Travl,3165.0,Bank transfer,delhi,misc,2024.0,10.0,21.0,Monday,Expense
T6880,U076,2021-07-16,Expense,Utlities,8144.0,Crd,BAN,xyz123,2021.0,7.0,16.0,Friday,Expense
T9464,U143,2023-04-26,Expense,Utilties,1979.0,UPI,ahmedabad,,2023.0,4.0,26.0,Wednesday,Expense
T12757,U071,2024-11-20,Expense,Nan,4319.0,UPI,,Internet bill,2024.0,11.0,20.0,Wednesday,Expense
T13146,U036,2023-08-27,Income,Investment,17113.0,Card,Ahmedabad,Petrol,2023.0,8.0,27.0,Sunday,Income
T6197,U108,2021-04-11,Expense,Utility,5382.0,Card,JAIPUR,EMI payment,2021.0,4.0,11.0,Sunday,Expense
T2793,U068,2024-10-27,Expense,Utlities,5766.0,Crd,JAI,,2024.0,10.0,27.0,Sunday,Expense
T1513,U038,2021-07-12,Income,Bonus,32450.0,Nan,jaipur,Medicine,2021.0,7.0,12.0,Monday,Income
T1634,U079,2024-09-18,Expense,Utilties,2025.0,Card,Jaipur,,2024.0,9.0,18.0,Wednesday,Expense
T1404,U015,2024-08-10,Expense,Travel,6204.0,UPI,jaipur,,2024.0,8.0,10.0,Saturday,Expense
T0140,U016,2023-12-27,Expense,Rent,4480.0,Cash,PUNE,Electricity bill,2023.0,12.0,27.0,Wednesday,Expense
T7596,U051,2023-08-13,Income,Salary,11476.0,Card,BAN,...,2023.0,8.0,13.0,Sunday,Income
T2044,U084,2022-08-19,Expense,Utilties,1159.0,Card,hyderabad,Electricity bill,2022.0,8.0,19.0,Friday,Expense
T11354,U143,2022-04-08,Expense,Rent,8950.0,Cash,,Shopping,2022.0,4.0,8.0,Friday,Expense
T1711,U130,2021-01-24,Expense,Utilities,6053.0,Cash,,Books,2021.0,1.0,24.0,Sunday,Expense
T3034,U069,2024-09-17,Expense,Savings,9961.0,Crd,Bangalore,Medicine,2024.0,9.0,17.0,Tuesday,Expense
T0650,U124,2021-07-18,Expense,Edu,4359.0,Bank transfer,LUCKNOW,Uber ride,2021.0,7.0,18.0,Sunday,Expense
T1767,U043,2022-12-27,Income,Freelance,70235.0,Crd,,,2022.0,12.0,27.0,Tuesday,Income
T7334,U084,2021-03-12,Expense,Rent,33308.0,Cash,Bangalore,asdfgh,2021.0,3.0,12.0,Friday,Expense
T6150,U008,2024-10-03,Expense,Traval,7966.0,Card,Chennai,Movie tickets,2024.0,10.0,3.0,Thursday,Expense
T9381,U016,2021-06-27,Expense,Travel,759.0,UPI,CHENNAI,Electricity bill,2021.0,6.0,27.0,Sunday,Expense
T5115,U112,2024-08-12,Expense,Food,-500.0,Banktransfer,KOL,...,2024.0,8.0,12.0,Monday,Expense
T13429,U020,2023-06-19,Expense,Food,1499.0,Card,Pune,Restaurant dinner,2023.0,6.0,19.0,Monday,Expense
T6195,U090,2022-11-15,Expense,Food,9789.0,Card,Pune,ATM withdrawal,2022.0,11.0,15.0,Tuesday,Expense
T10442,U100,2023-05-14,Expense,Travel,5549.0,Nan,mumbai,!!!,2023.0,5.0,14.0,Sunday,Expense
T2289,U087,2022-08-31,Expense,Nan,934.0,Bank_transfer,AHMEDABAD,Medicine,2022.0,8.0,31.0,Wednesday,Expense
T4411,U099,2023-01-12,Expense,Foodd,1956.0,Crd,JAI,Coffee,2023.0,1.0,12.0,Thursday,Expense
T4262,U080,2023-12-07,Expense,Food,4122.0,UPI,chennai,ATM withdrawal,2023.0,12.0,7.0,Thursday,Expense
T9198,U044,2021-03-16,Expense,Rentt,27525.0,UPI,Lucknow,Fixed deposit,2021.0,3.0,16.0,Tuesday,Expense
T5785,U136,2022-11-13,Expense,Entertainment,794.0,Card,lucknow,,2022.0,11.0,13.0,Sunday,Expense
T0772,U024,2021-11-22,Expense,Health,4280.0,UPI,KOL,Petrol,2021.0,11.0,22.0,Monday,Expense
T1315,U099,2024-04-01,Expense,Health,7906.0,UPI,Kolkata,,2024.0,4.0,1.0,Monday,Expense
T2507,U036,2024-02-05,Expense,Others,1318.0,Bank transfer,PUNE,,2024.0,2.0,5.0,Monday,Expense
T6332,U024,2021-09-23,Income,Freelance,77882.0,UPI,PUNE,Restaurant dinner,2021.0,9.0,23.0,Thursday,Income
T6251,U022,2023-10-24,Income,Salary,68075.0,Bank transfr,PUNE,,2023.0,10.0,24.0,Tuesday,Income
T10340,U089,2021-11-08,Income,Investment,27953.0,UPI,Hyderabad,,2021.0,11.0,8.0,Monday,Income
T2247,U123,2022-09-09,Expense,Nan,444.0,Card,KOL,...,2022.0,9.0,9.0,Friday,Expense
T12169,U136,2021-02-21,Expense,Education,2732.0,Cash,hyderabad,Coffee,2021.0,2.0,21.0,Sunday,Expense
T4083,U030,2023-05-26,Income,Bonus,17387.0,Nan,CHENNAI,Online course,2023.0,5.0,26.0,Friday,Income
T10173,U066,2024-09-03,Expense,Health,474.0,UPI,BANGALORE,Medicine,2024.0,9.0,3.0,Tuesday,Expense
T0032,U097,2022-02-11,Expense,Rent,24764.0,Cash,HYD,Doctor consultation,2022.0,2.0,11.0,Friday,Expense
T5342,U128,2023-08-02,Expense,Foodd,3304.0,Card,CHENNAI,Grocery shopping,2023.0,8.0,2.0,Wednesday,Expense
T12708,U126,2022-05-21,Expense,Misc,7314.0,UPI,ahmedabad,!!!,2022.0,5.0,21.0,Saturday,Expense
T7555,U055,2022-09-13,Expense,Rent,4249.0,Card,CHE,Internet bill,2022.0,9.0,13.0,Tuesday,Expense
T3336,U001,2022-10-09,Income,Freelance,55604.0,Cash,Chennai,Train ticket,2022.0,10.0,9.0,Sunday,Income
T12287,U057,2022-09-14,Income,Salary,46399.0,Cash,PUNE,Petrol,2022.0,9.0,14.0,Wednesday,Income
T2341,U108,2021-03-20,Expense,Rent,5279.0,Cash,Hyderabad,Lunch,2021.0,3.0,20.0,Saturday,Expense
T4218,U084,2022-05-28,Expense,Others,8028.0,Banktransfer,kolkata,...,2022.0,5.0,28.0,Saturday,Expense
T13128,U128,2023-11-14,Expense,Health,865.0,Bank_transfer,lucknow,Train ticket,2023.0,11.0,14.0,Tuesday,Expense
T2614,U068,2023-07-08,Expense,Foods,1139.0,Cash,jaipur,Petrol,2023.0,7.0,8.0,Saturday,Expense
T4306,U083,2022-08-27,Expense,Education,7917.0,Cash,AHMEDABAD,...,2022.0,8.0,27.0,Saturday,Expense
T11419,U136,2022-12-07,Expense,Travel,6515.0,Card,Ahmedabad,Uber ride,2022.0,12.0,7.0,Wednesday,Expense
T13984,U106,2024-08-19,Expense,Utility,9761.0,Bank transfr,BAN,Movie tickets,2024.0,8.0,19.0,Monday,Expense
T0069,U103,2023-03-22,Expense,Rent,1968.0,UPI,bangalore,Coffee,2023.0,3.0,22.0,Wednesday,Expense
T8953,U103,,Expense,Utilties,2229.0,UPI,JAI,EMI payment,,,,,Expense
T1372,U038,2021-06-17,Expense,Other,8596.0,Bank transfer,AHMEDABAD,,2021.0,6.0,17.0,Thursday,Expense
T9074,U016,2024-12-04,Expense,Rent,30589.0,Bank_transfer,DELHI,Movie tickets,2024.0,12.0,4.0,Wednesday,Expense
T1949,U107,2024-08-06,Expense,Travel,2823.0,Cash,MUMBAI,Books,2024.0,8.0,6.0,Tuesday,Expense
T13505,U020,2021-02-17,Expense,Foods,174.0,Nan,CHE,,2021.0,2.0,17.0,Wednesday,Expense
T9659,U148,2022-07-15,Expense,Utility,9710.0,Bank transfr,pune,Medicine,2022.0,7.0,15.0,Friday,Expense
T10626,U018,2024-03-22,Expense,Entertainment,0.1454,Bank transfer,Hyderabad,Gym membership,2024.0,3.0,22.0,Friday,Expense
T1245,U097,2023-04-28,Expense,Food,4040.0,Card,CHENNAI,Lunch,2023.0,4.0,28.0,Friday,Expense
T11303,U139,2023-11-29,Expense,Food,5575.0,Banktransfer,PUN,Restaurant dinner,2023.0,11.0,29.0,Wednesday,Expense
T2113,U030,2021-10-24,Income,Investment,10309.0,Cash,lucknow,!!!,2021.0,10.0,24.0,Sunday,Income
T4158,U035,2024-11-09,Income,Investment,69689.0,Bank transfer,,asdfgh,2024.0,11.0,9.0,Saturday,Income
T13671,U003,2024-05-31,Expense,Food,1495.0,Nan,ahmedabad,Medicine,2024.0,5.0,31.0,Friday,Expense
